id,user_id,day_id,section,competence,item_index,prompt,expected,response,resultado,score,aciertos,errores,punto_debil,practica_recomendada,feedback_alumno,created_at
ceafb8c9-01bf-45f0-991d-abf162b9c593,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,1,cles,PO,4,Pide elegantemente 'algo caliente'.,Je voudrais quelque chose de chaud.,Je voudrais quelque chose de chaud.,correcto,10,"[""Uso de 'Je voudrais'"", ""Uso de 'quelque chose de chaud'""]",[],"","","¡Fantástico! Has formulado la petición de forma muy cortés y correcta en francés, tal como se esperaba. ¡Excelente trabajo! Continue comme ça !",2026-07-14 20:17:46.249571+00
ec22b67c-9384-4dc7-bf98-c8943d96c68d,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PE,0,"Traduce al francés: « Una taza grande, por favor. »","Une grande tasse, s'il vous plaît.","Je voudrais une grande tasse, s’il vous plais",parcial,8,"[""une grande tasse"", ""s'il vous plais""]","[{""dijo"": ""Je voudrais une grande tasse, s’il vous plais"", ""regla"": ""Para una petición simple y sin sujeto, omite 'Je voudrais'."", ""correcto"": ""Une grande tasse, s'il vous plaît""}, {""dijo"": ""s’il vous plais"", ""regla"": ""La ortografía correcta es 's'il vous plaît'."", ""correcto"": ""s'il vous plaît""}]",Formulación de peticiones simples y ortografía de expresiones fijas,Practica peticiones directas de objetos y vocabulario cotidiano.,"¡Has usado el vocabulario correcto para 'una taza grande'! Para peticiones sencillas, puedes ir directo al grano. ¡C'est presque parfait, continue comme ça !",2026-07-15 16:57:52.866558+00
71aa86fd-b6d7-49f8-bd03-0c760b7a56e0,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PE,1,Traduce al francés: « ¿Puedo pagar con tarjeta? »,Je peux payer par carte ?,Je peux payer avec carte?,parcial,9,"[""Je peux payer""]","[{""dijo"": ""avec carte?"", ""regla"": ""La preposición 'par' se usa para medios de pago o transporte."", ""correcto"": ""par carte ?""}]","",Repasa otras formas de pago y transporte y qué preposición les corresponde.,"¡Muy bien! Casi lo tienes. Tu frase es casi perfecta, solo recuerda que para los medios de pago en francés usamos 'par' en lugar de 'avec'. Continue comme ça !",2026-07-15 16:59:16.667391+00
57b83132-b353-4753-a147-c7edc8f5c429,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PE,2,Completa la palabra que falta: « Je préfère m'asseoir au ____ (la barra). »,comptoir,Comptoir,correcto,10,"[""comptoir es la palabra correcta"", ""ortografía adecuada""]",[],"",Ninguna,¡Excelente! Has respondido a la consigna perfectamente. Es la palabra correcta que necesitábamos ahí. Tu respuesta es impecable. Continue comme ça !,2026-07-15 17:00:00.353247+00
86d5d651-6543-45b3-97f8-eae34cc941aa,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PE,3,"Traduce al francés: « Para llevar, por favor. »","À emporter, s'il vous plaît.","A demandé, s’il vous plais ",parcial,7,"[""s'il vous plais""]","[{""dijo"": ""A demandé"", ""regla"": ""La preposición 'à' y el verbo 'emporter' (llevar) forman la expresión 'para llevar'."", ""correcto"": ""À emporter""}]",Preposiciones y vocabulario de uso común.,Repasar expresiones idiomáticas sobre pedidos en restaurantes.,¡Has usado muy bien la parte de 'por favor' en francés! La expresión para 'para llevar' es un poco diferente pero ya casi lo tienes. Continue comme ça !,2026-07-15 17:00:36.752333+00
53c26fac-11c1-490a-a54d-cef730ada666,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PE,0,"Completa: « Je ____ un café, s'il vous plaît. »",voudrais,Voudrais ,correcto,10,"[""Uso del condicional para la cortesía"", ""Conjugación correcta del verbo vouloir""]",[],"",null,¡Muy bien! Usaste la palabra correcta 'voudrais' para completar la frase de forma educada en francés. ¡Perfecto! Continue comme ça !,2026-07-15 17:17:41.742364+00
e6892c7b-fb8e-4885-b918-960a500b395c,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PE,1,Traduce: « Quisiera una mesa para dos. »,Je voudrais une table pour deux.,"Je voudrais à table pour deux, s’il vous plait",parcial,8,"[""Je voudrais une table pour deux""]","[{""dijo"": ""à table"", ""regla"": ""Se usa 'une table' para referirse a una mesa."", ""correcto"": ""une table""}, {""dijo"": ""s’il vous plait"", ""regla"": ""La consigna no pide la traducción de 'por favor'."", ""correcto"": """"}]",Preposiciones y vocabulario exacto,Repasa el vocabulario básico de objetos y sus preposiciones asociadas.,"¡Lo tienes casi perfecto! La estructura de la frase es excelente. Solo ten cuidado con la preposición 'à' en este contexto y la precisión del vocabulario. C'est super, continue comme ça !",2026-07-15 17:18:43.018139+00
5821a6d0-3dad-4dcd-8f8c-299eb257c39e,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PE,2,Reescribe de forma educada: « Je veux la note. »,"Je voudrais la note, s'il vous plaît.","Je voudrais la note, s’il vous plaît",correcto,10,"[""uso de 'Je voudrais'"", ""uso de 's'il vous plaît'"", ""estructura de la frase""]",[],"","","¡Fantástico! Has reescrito la frase de forma muy educada y correcta, usando las expresiones adecuadas. ¡Sigue así, c'est super !",2026-07-15 17:19:53.340471+00
e65d0c56-1950-4f32-8139-2600e3468c88,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PE,3,Completa: « Je ____ payer par carte. »,voudrais,Peux,parcial,7,"[""Identificó que era un verbo modal""]","[{""dijo"": ""Peux"", ""regla"": ""Para una petición cortés se usa el condicional del verbo 'vouloir'."", ""correcto"": ""voudrais""}]",Formas de expresar cortesía,"Repasar las conjugaciones y usos del condicional presente, especialmente con verbos como 'vouloir' y 'pouvoir'.","¡Vas muy bien! Entendiste que necesitábamos un verbo, pero en este contexto, para pedir algo con cortesía es mejor usar el condicional. ¡Continue comme ça !",2026-07-15 17:20:24.935671+00
bee15562-0a32-4f26-858d-c31eb9bb49ac,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PE,4,"Ordena: ( s'il vous plaît. / un chocolat chaud, / Je voudrais )","Je voudrais un chocolat chaud, s'il vous plaît.",Je voudrais un chocolat chaud s’il vous plaît ,correcto,10,"[""Je voudrais un chocolat chaud"", ""s'il vous plaît""]",[],Ninguno,Ninguna,"¡Fantástico! Has ordenado la frase perfectamente, demostrando que puedes formular peticiones en francés. ¡Sigue así, continue comme ça!",2026-07-15 17:21:18.535915+00
607879f9-0017-492d-a44e-a209d92cc7ef,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PO,0,Entras al café y quieres pedir una mesa para dos personas de manera educada.,"Une table pour deux, s'il vous plaît.","Une table, au deux, s'il vous plaît.",parcial,7,"[""Une table ... s'il vous plaît.""]","[{""dijo"": ""au deux"", ""regla"": ""La preposición 'pour' se usa para indicar un destino o un propósito."", ""correcto"": ""pour deux""}]",uso de preposiciones,Revisa las diferentes preposiciones para expresar propósito o cantidad.,¡Muy bien! Casi lo tienes. La forma correcta para pedir la mesa es 'pour deux'. Tu solicitud es clara y muy educada. Continue comme ça !,2026-07-15 17:22:40.593457+00
eb323486-096c-4820-bd30-4a5357fe7c26,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PO,1,"El camarero te trae el té, pero olvida la cuchara. Pídele una con educación.",Vous avez une cuillère ?,Vos sabes un eculiar?,parcial,6,"[""La intención de pedir un objeto""]","[{""dijo"": ""Vos sabes un eculiar?"", ""regla"": ""Confusión entre pronombres sujeto y conjugación del verbo 'avoir', además de error léxico."", ""correcto"": ""Vous avez une cuillère ?""}, {""dijo"": ""eculiar"", ""regla"": ""La palabra para 'cuchara' en francés es 'cuillère'."", ""correcto"": ""cuillère""}]","","Repasa los pronombres sujeto y la conjugación del verbo 'avoir' (tener) en presente. También, revisa el vocabulario básico de la cocina.",¡Fantástico que intentaste construir la frase para pedir la cuchara! Es un buen principio. Hay que poner un poco más de atención en la conjugación del verbo 'avoir' y en el vocabulario. ¡Continue comme ça !,2026-07-15 18:14:24.5818+00
181e8712-ea9f-4c73-b6f0-23acce50969d,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PO,2,Quieres pedir un jugo de naranja fresco.,Je voudrais un jus d'orange frais.,Je vourais un jour de ranfre.,incorrecto,2,[],"[{""dijo"": ""jourais"", ""regla"": ""El verbo 'vouloir' en condicional se escribe 'voudrais'."", ""correcto"": ""voudrais""}, {""dijo"": ""un jour de ranfre"", ""regla"": ""Errores de vocabulario severos. 'Jus d'orange frais' significa 'jugo de naranja fresco'."", ""correcto"": ""un jus d'orange frais""}]","",Repasar el vocabulario básico de bebidas y la conjugación del condicional del verbo 'vouloir'.,"¡Hola! Reconozco el esfuerzo por tratar de expresar la idea, lo cual es lo más importante al aprender un idioma. Tu frase no se entiende del todo en francés, por lo que te animo a revisar el vocabulario y la conjugación de 'vouloir'. ¡Courage !",2026-07-15 18:14:58.265735+00
db677dd6-85a5-40d9-b8ea-c2fb5ddeb174,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PO,3,Estás listo para irte y llamas al camarero para pedirle la cuenta.,"L'addition, s'il vous plaît !","L'addision, s'il vous plaît.",parcial,8,"[""La estructura de la frase"", ""La palabra 's'il vous plaît'""]","[{""dijo"": ""L'addision"", ""regla"": ""¡Cuidado con la doble 'd' y la 't' en 'addition'!"", ""correcto"": ""L'addition""}]",Ortografía de vocabulario específico,Repetir la palabra 'addition' en voz alta varias veces para fijar su pronunciación y ortografía.,¡Has estado super cerca! Tu frase cumple perfectamente con la situación comunicativa. Solo hay un pequeño detalle con la ortografía de 'l'addition'. ¡Continue comme ça !,2026-07-15 18:15:31.852422+00
1c51fb51-1f5a-4070-827e-8dff0f14249c,b033bea5-4c24-4db3-8044-b006504a23b6,1,vocab,PO,4,Quieres preguntarle al camarero cuánto cuesta el café.,"C'est combien, le café ?",se compía el café.,parcial,7,"[""Identificó que debía preguntar por el café"", ""Usó el artículo definido 'le' para 'café'""]","[{""dijo"": ""se compía"", ""regla"": ""Para preguntar el precio, se usa la expresión 'C'est combien'."", ""correcto"": ""C'est combien""}]","",Repasa las expresiones comunes para preguntar el precio de algo en francés.,¡Bien que supiste identificar el objeto de tu pregunta! Un pequeño ajuste en la expresión para el precio y lo tendrás dominado. Continue comme ça !,2026-07-15 18:15:57.242837+00
086a4d45-1ca2-4d87-ad48-fc7c074d04ca,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PO,0,Transforma « Je veux un café » a la forma cortés recomendada para desconocidos.,"Je voudrais un café, s'il vous plaît.","Je voudrais un café, s'il vous plaît.",correcto,10,"[""Transformación a la forma condicional 'voudrais'"", ""Uso de la cortesía 's'il vous plaît'""]",[],"","",¡Fantástico! Has transformado la frase perfectamente a la forma cortés. ¡Sigue así con tu excelente progreso en francés! Continue comme ça !,2026-07-15 18:16:26.437848+00
a859be9d-9080-45df-9c8d-2475eec8a672,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PO,1,Pide una mesa para dos personas usando el Conditionnel de Cortesía. Cuida la pronunciación de voudrais.,Je voudrais une table pour deux.,Je voudrais un table pour tout.,parcial,7,"[""uso del condicional de cortesía (Je voudrais)"", ""uso de 'pour'""]","[{""dijo"": ""un table"", ""regla"": ""La palabra 'table' es femenina en francés."", ""correcto"": ""une table""}, {""dijo"": ""pour tout"", ""regla"": ""La consigna especifica 'para dos personas'."", ""correcto"": ""pour deux""}]",Acuerdo de género y comprensión de la consigna,Revisa el género de los sustantivos comunes y lee atentamente las consignas antes de responder.,"¡Tu uso del condicional de cortesía con 'Je voudrais' es perfecto y suena muy natural! Solo ten cuidado con el género de las palabras, 'table' es femenina, y con el número de personas. Continue comme ça !",2026-07-15 18:16:47.772521+00
c600ff54-e57d-4179-bf43-e2930de67f36,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PO,2,Pide la cuenta de forma educada utilizando 'la note'.,"Je voudrais la note, s'il vous plaît.","Je voudrais la note, s'il vous plaît.",correcto,10,"[""Usa 'Je voudrais' para pedir educadamente"", ""Utiliza la estructura 's'il vous plaît'"", ""Emplea 'la note' correctamente para cuenta""]",[],"",ninguna,¡Fantástico! Has formulado la petición de la cuenta con total corrección y educación. ¡Muy bien logrado! Continue comme ça !,2026-07-15 18:17:12.519512+00
45171c4c-14a7-4dca-98c8-ac9e5079134a,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PE,4,"Ordena: ( s'il vous plaît. / un chocolat chaud, / Je voudrais )","Je voudrais un chocolat chaud, s'il vous plaît.","je voudrais un chocolat chaud, s'il vous plait.",correcto,10,"[""Je voudrais un chocolat chaud, s'il vous plaît.""]",[],"Ninguno, la frase es perfecta.",Sigue practicando la formación de frases corteses en francés.,"¡Fantástico! Has ordenado la frase perfectamente y se entiende muy bien. Sigue así, ¡vas por muy buen camino! Continue comme ça !",2026-07-15 21:12:09.094544+00
bb6106ca-fe31-4953-990b-cb2a5f03a6dc,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PO,3,Indica cortésmente que quieres pagar con tarjeta.,Je voudrais payer par carte.,Je voudrais payer pour kart.,parcial,7,"[""Je voudrais payer""]","[{""dijo"": ""pour kart"", ""regla"": ""Se usa 'par' para indicar el medio de pago, y 'carte' es la palabra correcta para tarjeta."", ""correcto"": ""par carte""}]",uso de preposiciones y vocabulario específico de pago,Repasar el vocabulario de los diferentes medios de pago y sus preposiciones asociadas.,¡Has empezado muy bien la frase para expresar tu deseo de forma cortés! Es importante usar la preposición y la palabra correcta para 'tarjeta'. Continue comme ça !,2026-07-15 18:17:31.157172+00
8d157a8a-f7d3-444a-9ec9-de38a4608463,b033bea5-4c24-4db3-8044-b006504a23b6,1,cles,PO,4,Pide elegantemente 'algo caliente'.,Je voudrais quelque chose de chaud.,Je voudrais quelque chose de chaud.,correcto,10,"[""Je voudrais quelque chose de chaud.""]",[],"Ninguno, ¡excelente!",Sigue practicando la formulación de peticiones educadas en francés.,¡Fantástico! Has formulado tu petición de manera impecable y muy educada. ¡Así te entenderán perfectamente en cualquier parte! Continue comme ça !,2026-07-15 18:17:56.293814+00
36253841-80b3-4a0a-a258-a66b34e88b24,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,vocab,PO,0,Entras al café y quieres pedir una mesa para dos personas de manera educada.,"Une table pour deux, s'il vous plaît.","Une table pour deux, s'il vous plaît.",correcto,10,"[""Uso correcto de la estructura 'Une table pour deux'"", ""Uso correcto de la fórmula de cortesía 's'il vous plaît'""]",[],No encontrado,No aplica,"¡Has respondido perfectamente a la consigna! Es exactamente lo que diría un francófono. ¡Bravo, continue comme ça !",2026-07-15 20:54:29.787672+00
b5b3f539-ab1a-434a-9547-7b3af0849240,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,vocab,PE,0,"Traduce al francés: « Una taza grande, por favor. »","Une grande tasse, s'il vous plaît.","un tasse grand, s'il vous plait",parcial,7,"[""s'il vous plaît (bien escrito)"", ""la estructura general de la frase""]","[{""dijo"": ""un tasse"", ""regla"": ""El artículo 'une' se usa con sustantivos femeninos."", ""correcto"": ""une tasse""}, {""dijo"": ""grand"", ""regla"": ""Los adjetivos en francés concuerdan en género y número con el sustantivo al que modifican."", ""correcto"": ""grande""}]",Concordancia de género del artículo y del adjetivo,Revisa las reglas de género de los sustantivos y la concordancia de los adjetivos en francés.,"¡Muy bien! Has utilizado correctamente la expresión de cortesía 's'il vous plaît'. Solo necesitas recordar que en francés, los artículos y los adjetivos deben coincidir en género con el sustantivo. Continue comme ça !",2026-07-15 20:55:15.668267+00
f64b0c5c-d54d-4297-935f-b2b74558529c,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PO,0,Transforma « Je veux un café » a la forma cortés recomendada para desconocidos.,"Je voudrais un café, s'il vous plaît.","Je voudrais un café, s'il vous plaît.",correcto,10,"[""uso de 'Je voudrais'"", ""uso de 's'il vous plaît'"", ""estructura de la frase""]",[],"Ninguno, la respuesta fue perfecta.","Sigue practicando la cortesía en francés, ¡lo haces muy bien!",¡Has transformado la frase perfectamente a la forma cortés en francés! Has usado 'Je voudrais' y 's'il vous plaît' de manera impecable. Continue comme ça !,2026-07-15 21:08:52.227317+00
5ec81d69-dd75-4411-ba7b-0f89e36cdfd8,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PO,1,Pide una mesa para dos personas usando el Conditionnel de Cortesía. Cuida la pronunciación de voudrais.,Je voudrais une table pour deux.,Je voudrais une table perdue.,parcial,7,"[""Je voudrais une table""]","[{""dijo"": ""perdue"", ""regla"": ""Para expresar 'para dos personas' se usa 'pour deux'."", ""correcto"": ""pour deux""}]",Vocabulario (expresar cantidad de personas),Repasa cómo expresar números y cantidades en francés. Puedes practicar pidiendo diferentes cosas en un restaurante imaginario.,"¡Has empezado muy bien con ""Je voudrais une table""! Es una excelente forma de pedir algo con cortesía. Solo necesitas ajustar un poco la frase para indicar la cantidad de personas. ¡Continue comme ça !",2026-07-15 21:09:05.995368+00
67d5484a-da6c-4c44-a334-47f3fb1deebc,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PO,2,Pide la cuenta de forma educada utilizando 'la note'.,"Je voudrais la note, s'il vous plaît.","Je voudrais la note, s'il vous plaît.",correcto,10,"[""Uso correcto de 'Je voudrais'"", ""Uso correcto de 'la note'"", ""Uso correcto de 's'il vous plaît'""]",[],"Ninguno, perfecto.","Sigue practicando estas frases cotidianas, son muy útiles.",¡Has usado la expresión perfectamente para pedir la cuenta! Cada palabra es correcta y sonarías muy educado en Francia. Continue comme ça !,2026-07-15 21:09:48.731298+00
1eb1cbd8-a74b-429c-8a80-18d7c988258a,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PO,3,Indica cortésmente que quieres pagar con tarjeta.,Je voudrais payer par carte.,Je voudrais payer par carte.,correcto,10,"[""Je voudrais payer par carte.""]",[],"Ninguno, perfecto.","Sigue así, ¡tu francés es muy bueno!","¡Fantástico! Has formulado la frase de manera impecable y cortés. Has logrado el objetivo perfectamente. Très bien, continue comme ça !",2026-07-15 21:10:02.046444+00
fca908ac-ceec-4116-9853-b7863b58cd3d,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PO,4,Pide elegantemente 'algo caliente'.,Je voudrais quelque chose de chaud.,Je voudrais quelque chose des shorts.,incorrecto,2,"[""Je voudrais quelque chose""]","[{""dijo"": ""des shorts"", ""regla"": ""La palabra 'shorts' en francés se refiere a una prenda de vestir, no a la cualidad 'caliente'."", ""correcto"": ""de chaud""}]","","Revisa el vocabulario de adjetivos comunes y cómo se usan para describir cosas, como 'chaud' (caliente) o 'froid' (frío).",¡Has empezado muy bien con la estructura 'Je voudrais quelque chose' que es muy elegante! Solo necesitas recordar el adjetivo correcto para 'caliente'. ¡Continue comme ça !,2026-07-15 21:10:18.385786+00
1ff428b0-a739-432a-b8fb-d50a6674c064,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PE,0,"Completa: « Je ____ un café, s'il vous plaît. »",voudrais,voudrais,correcto,10,"[""Usó correctamente 'voudrais'""]",[],"","",¡Fantástico! Has completado la frase perfectamente. Dominas muy bien cómo pedir algo educadamente en francés. Continue comme ça !,2026-07-15 21:10:54.477549+00
cfe4759b-0cc5-4af3-b679-44d67d567df8,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PE,1,Traduce: « Quisiera una mesa para dos. »,Je voudrais une table pour deux.,je voudrais une table pour deux,correcto,10,"[""je voudrais une table pour deux""]",[],"",null,¡Fantástico! Has traducido la frase perfectamente. Dominas muy bien esta expresión. Continue comme ça !,2026-07-15 21:11:13.342823+00
0b826605-8dcf-41d2-94af-a27ac3be9fbf,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PE,2,Reescribe de forma educada: « Je veux la note. »,"Je voudrais la note, s'il vous plaît.","je voudrais la note, s'il vous plait",correcto,10,"[""uso del condicional para la cortesía"", ""estructura de solicitar algo"", ""uso de 's'il vous plaît'""]",[],Ninguno,"Para seguir practicando la cortesía, intenta transformar otras peticiones directas en frases más amables.",¡Fantástico! Has transformado perfectamente la frase para que suene muy educada. ¡Así se hace para pedir las cosas en francés! Continue comme ça !,2026-07-15 21:11:32.121115+00
566f5ac2-3f66-4ec9-a7c9-4a3924704146,2a707bf5-7b47-4c0f-be48-c4732f1bf01d,1,cles,PE,3,Completa: « Je ____ payer par carte. »,voudrais,voudrais,correcto,10,"[""Usó correctamente la conjugación del condicional para expresar un deseo.""]",[],"Ninguno, la respuesta fue perfecta.",Sigue practicando la conjugación de verbos en el condicional para expresar deseos y peticiones.,"¡Fantástico! Has completado la frase de manera impecable, usando la forma correcta para expresar un deseo educado. ¡Sigue así, vas por muy buen camino! Continue comme ça !",2026-07-15 21:11:45.144109+00
02ad322d-69ec-4804-8397-4c06ea60f638,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PE,0,Completa: « Je voudrais un café ______ — pas trop fort. »,léger,Expresso,parcial,7,"[""La frase se entiende""]","[{""dijo"": ""Expresso"", ""regla"": ""La consigna pide un adjetivo para 'pas trop fort'."", ""correcto"": ""léger""}]","",Repasa los adjetivos de intensidad para bebidas.,"¡Hola! Entiendo lo que quieres decir, pero la consigna buscaba un adjetivo calificativo específico. ¡Con un poco más de práctica en el vocabulario, mejorarás aún más! Continue comme ça !",2026-07-15 21:50:58.155334+00
5bb1a037-1898-4fbe-af9d-927f956852b2,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PE,1,Traduce: '¿Es casero el croissant?',"C'est fait maison, le croissant ?",Le croissant est-il fait maison ,parcial,8,"[""La frase 'Le croissant est-il fait maison'"", ""El uso de 'fait maison'""]","[{""dijo"": ""Le croissant est-il fait maison"", ""regla"": ""Falta el signo de interrogación al final de la pregunta."", ""correcto"": ""Le croissant est-il fait maison ?""}]","","Revisa los signos de puntuación, especialmente los de las preguntas.",¡Has hecho un gran trabajo con la formulación de la pregunta! Solo faltó el signo de interrogación al final para que estuviera perfecta. Continue comme ça !,2026-07-15 21:52:20.931898+00
a43f8362-aec7-4854-80e6-9d4859557801,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PE,2,Corrige: « Je vais manger une morceau de tarte. »,Je vais essayer une part de tarte.,Je vais manger une part de tarte ,parcial,7,"[""une part de tarte""]","[{""dijo"": ""Je vais manger"", ""regla"": ""Para pedir algo como 'pedir' generalmente se utiliza 'prendre'."", ""correcto"": ""Je vais prendre / Je prendrai""}]",uso de verbos en el contexto adecuado,Repasa los verbos 'manger' y 'prendre' para pedidos de comida.,"¡Excelente que utilizaste correctamente 'une part de tarte' para la porción! Para la próxima, recuerda que en francés es más común usar 'prendre' cuando pides comida. Super travail ! Ça va aller !",2026-07-15 21:53:20.46127+00
d59e955f-c42e-4f42-b1a3-558997639b61,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PE,3,"Completa: « Vous pouvez me ______ ______, s'il vous plaît ? »",rendre la monnaie,Rendre la Monnaie,parcial,7,"[""La frase se entiende completamente"", ""Usa las palabras correctas""]","[{""dijo"": ""Rendre la Monnaie"", ""regla"": ""Los sustantivos comunes en francés no se escriben con mayúscula inicial, a menos que inicien la oración."", ""correcto"": ""rendre la monnaie""}]","","Revisa cuándo usar mayúsculas en francés, especialmente con sustantivos comunes, a través de ejercicios en línea o tu manual de gramática.",¡Muy bien! Capturaste perfectamente el sentido con las palabras correctas. Solo ten cuidado con las mayúsculas en los sustantivos comunes en francés. Continue comme ça !,2026-07-15 21:55:57.033685+00
c5f0bd0e-b43a-4a13-852a-b5572b5bc055,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PE,4,Ordena: [ du jour / C'est / la spécialité / ? ],C'est la spécialité du jour ?,C'est la spécialité du jour?,correcto,10,"[""C'est la spécialité du jour?""]",[],"Ninguno, la frase está perfecta.",Sigue practicando la formación de preguntas con entonación.,¡Fantástico! Has ordenado la frase a la perfección para crear una pregunta con entonación. ¡Excelente trabajo! Continue comme ça !,2026-07-15 21:57:12.096958+00
e5de0862-6b62-482f-bf1e-1837c606e2e6,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PO,0,El camarero pregunta si quieres tu café fort o léger. Respóndele que lo prefieres léger.,Je préfère un café léger.,Je préfère un café léger.,correcto,10,"[""Je préfère un café léger.""]",[],"Ninguno, estuvo perfecto.","¡Sigue así, estás dominando el vocabulario!",¡Fantástico! Has respondido a la perfección eligiendo el café ligero. Has utilizado la estructura y el vocabulario correctos. Continue comme ça !,2026-07-15 21:57:41.591675+00
bccc87c7-da86-4a5f-a7b3-bdc168d893fe,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PO,1,Ves un gâteau delicioso y quieres saber si es casero.,"C'est fait maison, le gâteau ?",C'estfen maison de gâteau.,parcial,7,"[""C'est maison"", ""identificación de la pregunta""]","[{""dijo"": ""C'estfen"", ""regla"": ""La contracción es entre 'fait' y 'maison' y 'fait' es el participio pasado del verbo 'faire' (hacer)."", ""correcto"": ""C'est fait""}, {""dijo"": ""de gâteau"", ""regla"": ""Para referirse a un objeto específico se usa el artículo definido 'le'."", ""correcto"": ""le gâteau""}]",artículos definidos y participios pasados,"Revisa los artículos definidos (le, la, les) en francés y los participios pasados de los verbos comunes.","¡Fantástico que hayas usado la estructura ""C'est maison"" para expresar la idea de casero! Con un pequeño ajuste en el verbo y el artículo, tu pregunta será perfecta. ¡Continue comme ça !",2026-07-15 21:58:19.559455+00
06d1c357-344c-45df-8556-09c286835e06,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PO,2,"Decides pedir una porción de tarta, de manera educada.","Je voudrais une part de tarte, s'il vous plaît.","Je voudrais un pack de tartes, s'il vous plaît.",parcial,7,"[""Je voudrais ... s'il vous plaît (educación)""]","[{""dijo"": ""un pack de tartes"", ""regla"": ""Para una rebanada de tarta usamos 'une part de tarte', no 'un pack de tartes'."", ""correcto"": ""une part de tarte""}]",vocabulario específico (alimentos y cantidades),"Repasa el vocabulario de alimentos y expresiones de cantidad (un morceau, une tranche, une part).","",2026-07-15 21:58:58.037999+00
f5a96502-7b0f-46f2-b62a-e34d4c59ae50,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PO,3,Quieres asegurarte de que el servicio está incluido.,Le service est compris ?,Le service est compris?,correcto,10,"[""Le service est compris ?""]",[],"",ninguna,"¡Muy bien! Tu respuesta es exactamente la que esperábamos y es perfectamente natural en francés. ¡Sigue así, Continue comme ça !",2026-07-15 21:59:31.939654+00
a8c38c31-4ae5-40dd-bfce-eda00c0ab63c,ac2ee1e1-d159-4ad4-95b1-0964fa0509d5,2,vocab,PO,4,"Al salir, despídete del camarero de forma natural.",Merci beaucoup ! Bonne journée !,Merci beaucoup. Bonne journée.,correcto,10,"[""Merci beaucoup"", ""Bonne journée""]",[],"Ninguno, perfecto.",Sigue practicando saludos y despedidas variadas.,"¡Fantástico! Te has despedido del camarero de una manera muy natural y acertada. ¡Sigue así, Continue comme ça !",2026-07-15 21:59:50.910372+00
